en,de_teacher
"According to officials, the launch will happen in tomorrow.",Nach offiziellen Angaben wird der Start morgen erfolgen.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
I need to caused the summary before the meeting.,Ich muss die Zusammenfassung vor dem Treffen veranlassen.
"According to officials, the ceremony will happen in tomorrow.",Nach Angaben der Beamten wird die Zeremonie morgen stattfinden.
Please resulted in the application by Friday.,Bitte reichen Sie den Antrag bis Freitag ein.
Scientists have discovered a slight report in the desert.,Wissenschaftler haben einen kleinen Bericht in der Wüste entdeckt.
The bad weather forced the cancellation of 45 flights.,Das schlechte Wetter zwang zur Annullierung von 45 Flügen.
The the heat forced the cancellation of 14 events.,Aufgrund der Hitze mussten 14 Veranstaltungen abgesagt werden.
The heavy rain forced the cancellation of 47 meetings.,Aufgrund des starken Regens mussten 47 Treffen abgesagt werden.
The unexpected event caused the damage.,Das unerwartete Ereignis verursachte den Schaden.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
Scientists have discovered a massive storm in the ocean.,Wissenschaftler haben einen gewaltigen Sturm im Ozean entdeckt.
This gadget costs 523 euros.,Dieses Gadget kostet 523 Euro.
Scientists have discovered a unexpected event in the desert.,Wissenschaftler haben ein unerwartetes Ereignis in der Wüste entdeckt.
This device costs 459 euros.,Dieses Gerät kostet 459 Euro.
The slight old house stood at the end of the the street.,Das kleine alte Haus stand am Ende der Straße.
The the storm forced the cancellation of 12 meetings.,Der Sturm erzwang die Absage von 12 Treffen.
The massive old house stood at the end of the the street.,Das massive alte Haus stand am Ende der Straße.
I need to caused the overview before the meeting.,Ich muss die Übersicht vor dem Meeting erstellen.
Scientists have discovered a unexpected discovery in the forest.,Wissenschaftler haben im Wald eine unerwartete Entdeckung gemacht.
The slight old house stood at the end of the the gravel road.,Das kleine alte Haus stand am Ende der Schotterstraße.
"According to the ministry, the ceremony will happen in soon.",Nach Angaben des Ministeriums wird die Zeremonie bald stattfinden.
Please resulted in the proposal by Friday.,Bitte reichen Sie den Vorschlag bis Freitag ein.
Please caused the contract by Monday.,Bitte schließen Sie den Vertrag bis Montag ab.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The heavy rain forced the cancellation of 22 appointments.,Aufgrund des starken Regens mussten 22 Termine abgesagt werden.
This machine costs 550 euros.,Diese Maschine kostet 550 Euro.
I need to led to the presentation before the deadline.,Ich muss vor Ablauf der Frist zur Präsentation geführt werden.
The the squad won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann die Mannschaft die Meisterschaft.
The unexpected report triggered the damage.,Der unerwartete Bericht löste den Schaden aus.
The the club won the championship after a massive victory.,Der Verein gewann die Meisterschaft nach einem gewaltigen Sieg.
This machine costs 246 euros.,Diese Maschine kostet 246 Euro.
The the squad won the championship after a massive victory.,Nach einem gewaltigen Sieg gewann die Mannschaft die Meisterschaft.
This tool costs 796 euros.,Dieses Werkzeug kostet 796 Euro.
The bad weather forced the cancellation of 37 flights.,Aufgrund des schlechten Wetters mussten 37 Flüge gestrichen werden.
Please led to the invoice by Friday.,Bitte erhalten Sie die Rechnung bis Freitag.
The massive event resulted in the problems.,Das Großereignis führte zu den Problemen.
The heavy rain forced the cancellation of 19 events.,Aufgrund des starken Regens mussten 19 Veranstaltungen abgesagt werden.
Scientists have discovered a slight change in the ocean.,Wissenschaftler haben eine leichte Veränderung im Ozean entdeckt.
The the squad won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann die Mannschaft die Meisterschaft.
Please triggered the proposal by Monday.,Bitte lösen Sie den Vorschlag bis Montag aus.
"According to experts, the meeting will happen in soon.",Experten zufolge wird das Treffen bald stattfinden.
This machine costs 148 euros.,Diese Maschine kostet 148 Euro.
I need to led to the presentation before the end of day.,Ich muss vor dem Ende des Tages zur Präsentation geführt werden.
"According to the ministry, the meeting will happen in soon.",Nach Angaben des Ministeriums wird das Treffen bald stattfinden.
Scientists have discovered a dramatic storm in the desert.,Wissenschaftler haben einen dramatischen Sturm in der Wüste entdeckt.
Please led to the application by Monday.,Bitte reichen Sie die Bewerbung bis Montag ein.
"According to the ministry, the vote will happen in next week.",Nach Angaben des Ministeriums wird die Abstimmung nächste Woche stattfinden.
"According to officials, the meeting will happen in in two days.",Nach Angaben von Beamten wird das Treffen in zwei Tagen stattfinden.
The slight report caused the problems.,Der leichte Bericht verursachte die Probleme.
I need to resulted in the presentation before the deadline.,Ich muss die Präsentation vor Ablauf der Frist fertigstellen.
The patient was diagnosed with an infection.,Bei dem Patienten wurde eine Infektion diagnostiziert.
This gadget costs 16 euros.,Dieses Gadget kostet 16 Euro.
This tool costs 124 euros.,Dieses Werkzeug kostet 124 Euro.
"According to the ministry, the launch will happen in next week.",Nach Angaben des Ministeriums soll der Start nächste Woche erfolgen.
The the team won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann das Team die Meisterschaft.
The significant report resulted in the problems.,Der wichtige Bericht führte zu den Problemen.
The bad weather forced the cancellation of 17 events.,Aufgrund des schlechten Wetters mussten 17 Veranstaltungen abgesagt werden.
This device costs 57 euros.,Dieses Gerät kostet 57 Euro.
The the storm forced the cancellation of 20 meetings.,Der Sturm erzwang die Absage von 20 Treffen.
Please triggered the contract by Friday.,Bitte lösen Sie den Vertrag bis Freitag aus.
I need to triggered the summary before the meeting.,Ich muss die Zusammenfassung vor dem Meeting auslösen.
I need to caused the presentation before the end of day.,Ich muss die Präsentation vor dem Ende des Tages veranlassen.
I need to led to the analysis before the meeting.,Ich muss vor dem Treffen zur Analyse geführt werden.
The the heat forced the cancellation of 16 flights.,Die Hitze zwang zur Annullierung von 16 Flügen.
The unexpected report resulted in the delay.,Die unerwartete Meldung führte zu der Verzögerung.
The massive storm triggered the problems.,Der gewaltige Sturm löste die Probleme aus.
"According to the ministry, the ceremony will happen in tomorrow.",Nach Angaben des Ministeriums wird die Zeremonie morgen stattfinden.
Scientists have discovered a slight event in the mountains.,Wissenschaftler haben ein kleines Ereignis in den Bergen entdeckt.
The massive old house stood at the end of the the lane.,Das massive alte Haus stand am Ende der Gasse.
Scientists have discovered a significant storm in the mountains.,Wissenschaftler haben einen schweren Sturm in den Bergen entdeckt.
This machine costs 258 euros.,Diese Maschine kostet 258 Euro.
Please resulted in the application by Monday.,Bitte reichen Sie den Antrag bis Montag ein.
The the team won the championship after a slight victory.,Nach einem knappen Sieg gewann das Team die Meisterschaft.
The the club won the championship after a massive victory.,Der Verein gewann die Meisterschaft nach einem gewaltigen Sieg.
The the squad won the championship after a slight victory.,Nach einem knappen Sieg gewann die Mannschaft die Meisterschaft.
This machine costs 703 euros.,Diese Maschine kostet 703 Euro.
Scientists have discovered a significant event in the forest.,Wissenschaftler haben ein bedeutendes Ereignis im Wald entdeckt.
The the club won the championship after a slight victory.,Nach einem knappen Sieg gewann der Verein die Meisterschaft.
Please triggered the proposal by the end of the week.,Bitte lösen Sie den Vorschlag bis Ende der Woche aus.
"According to officials, the ceremony will happen in in two days.",Nach Angaben der Beamten wird die Zeremonie in zwei Tagen stattfinden.
"According to the ministry, the meeting will happen in in two days.",Nach Angaben des Ministeriums soll das Treffen in zwei Tagen stattfinden.
Scientists have discovered a significant storm in the ocean.,Wissenschaftler haben einen bedeutenden Sturm im Ozean entdeckt.
I need to caused the overview before the meeting.,Ich muss die Übersicht vor dem Meeting erstellen.
"According to the report, the vote will happen in in two days.",Dem Bericht zufolge soll die Abstimmung in zwei Tagen stattfinden.
Please caused the proposal by the end of the week.,Bitte reichen Sie den Vorschlag bis Ende der Woche ein.
I need to triggered the analysis before the deadline.,Ich muss die Analyse vor Ablauf der Frist auslösen.
Scientists have discovered a slight discovery in the forest.,Wissenschaftler haben im Wald eine kleine Entdeckung gemacht.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The dramatic old house stood at the end of the the gravel road.,Das eindrucksvolle alte Haus stand am Ende der Schotterstraße.
The the club won the championship after a unexpected victory.,Nach einem unerwarteten Sieg gewann der Verein die Meisterschaft.
Please caused the application by Friday.,Bitte stellen Sie den Antrag bis Freitag.
This gadget costs 343 euros.,Dieses Gadget kostet 343 Euro.
The heavy rain forced the cancellation of 5 flights.,Der starke Regen erzwang die Annullierung von 5 Flügen.
"According to experts, the launch will happen in tomorrow.",Experten zufolge wird der Start morgen erfolgen.
The patient was diagnosed with allergies.,Bei dem Patienten wurde eine Allergie diagnostiziert.
The bad weather forced the cancellation of 35 meetings.,Aufgrund des schlechten Wetters mussten 35 Treffen abgesagt werden.
This gadget costs 293 euros.,Dieses Gadget kostet 293 Euro.
I need to led to the overview before the meeting.,Ich muss vor dem Meeting zur Übersicht geführt werden.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The significant old house stood at the end of the the lane.,Das bedeutende alte Haus stand am Ende der Gasse.
Scientists have discovered a significant report in the forest.,Wissenschaftler haben im Wald einen bedeutenden Bericht entdeckt.
The patient was diagnosed with a rare disorder.,Bei dem Patienten wurde eine seltene Erkrankung diagnostiziert.
The bad weather forced the cancellation of 49 flights.,Aufgrund des schlechten Wetters mussten 49 Flüge gestrichen werden.
The slight old house stood at the end of the the gravel road.,Das kleine alte Haus stand am Ende der Schotterstraße.
